States,Regions,latitude,longitude,Date,consumption
Nagaland,NER,25.6669979,94.11657019,03-06-2019,2.1
Tripura,NER,23.83540428,91.27999914,03-06-2019,4
Punjab,NR,31.51997398,75.98000281,03-07-2019,106.1
Haryana,NR,28.45000633,77.01999101,03-07-2019,116.3
Rajasthan,NR,26.44999921,74.63998124,03-07-2019,242.5
Delhi,NR,28.6699929,77.23000403,03-07-2019,67.3
UP,NR,27.59998069,78.05000565,03-07-2019,276.8
Uttarakhand,NR,30.32040895,78.05000565,03-07-2019,36.3
HP,NR,31.10002545,77.16659704,03-07-2019,27.7
J&K,NR,33.45,76.24,03-07-2019,49.5
Chandigarh,NR,30.71999697,76.78000565,03-07-2019,3.7
Chhattisgarh,WR,22.09042035,82.15998734,03-07-2019,81.6
Gujarat,WR,22.2587,71.1924,03-07-2019,316.4
MP,WR,21.30039105,76.13001949,03-07-2019,265.1
Maharashtra,WR,19.25023195,73.16017493,03-07-2019,435.6
Goa,WR,15.491997,73.81800065,03-07-2019,9.1
DNH,WR,20.26657819,73.0166178,03-07-2019,17.8
Andhra Pradesh,SR,14.7504291,78.57002559,03-07-2019,182.7
Telangana,SR,18.1124,79.0193,03-07-2019,204.6
Karnataka,SR,12.57038129,76.91999711,03-07-2019,217.7
Kerala,SR,8.900372741,76.56999263,03-07-2019,67
Tamil Nadu,SR,12.92038576,79.15004187,03-07-2019,282.7
Pondy,SR,11.93499371,79.83000037,03-07-2019,6.7
Bihar,ER,25.78541445,87.4799727,03-07-2019,78
Jharkhand,ER,23.80039349,86.41998572,03-07-2019,24.7
Odisha,ER,19.82042971,85.90001746,03-07-2019,75.1
West Bengal,ER,22.58039044,88.32994665,03-07-2019,111.4
Sikkim,ER,27.3333303,88.6166475,03-07-2019,1.9
Arunachal Pradesh,NER,27.10039878,93.61660071,03-07-2019,2.2
Assam,NER,26.7499809,94.21666744,03-07-2019,21.6
Manipur,NER,24.79997072,93.95001705,03-07-2019,2.6
Meghalaya,NER,25.57049217,91.8800142,03-07-2019,6.7
Mizoram,NER,23.71039899,92.72001461,03-07-2019,1.7
Nagaland,NER,25.6669979,94.11657019,03-07-2019,2.2
Tripura,NER,23.83540428,91.27999914,03-07-2019,3.6
Punjab,NR,31.51997398,75.98000281,03-08-2019,245.8
Haryana,NR,28.45000633,77.01999101,03-08-2019,186
Rajasthan,NR,26.44999921,74.63998124,03-08-2019,229.7
Delhi,NR,28.6699929,77.23000403,03-08-2019,111.7
UP,NR,27.59998069,78.05000565,03-08-2019,362.8
Uttarakhand,NR,30.32040895,78.05000565,03-08-2019,39.8
HP,NR,31.10002545,77.16659704,03-08-2019,28.7
J&K,NR,33.45,76.24,03-08-2019,35.2
Chandigarh,NR,30.71999697,76.78000565,03-08-2019,5.4
Chhattisgarh,WR,22.09042035,82.15998734,03-08-2019,88.7
Gujarat,WR,22.2587,71.1924,03-08-2019,319.9
MP,WR,21.30039105,76.13001949,03-08-2019,166.9
Maharashtra,WR,19.25023195,73.16017493,03-08-2019,423.5
Goa,WR,15.491997,73.81800065,03-08-2019,10.2
DNH,WR,20.26657819,73.0166178,03-08-2019,18.8
Andhra Pradesh,SR,14.7504291,78.57002559,03-08-2019,175.5
Telangana,SR,18.1124,79.0193,03-08-2019,218.1
Karnataka,SR,12.57038129,76.91999711,03-08-2019,172.7
Kerala,SR,8.900372741,76.56999263,03-08-2019,62.9
Tamil Nadu,SR,12.92038576,79.15004187,03-08-2019,284.8
Pondy,SR,11.93499371,79.83000037,03-08-2019,7.7
Bihar,ER,25.78541445,87.4799727,03-08-2019,109.4
Jharkhand,ER,23.80039349,86.41998572,03-08-2019,23.9
Odisha,ER,19.82042971,85.90001746,03-08-2019,87.6
West Bengal,ER,22.58039044,88.32994665,03-08-2019,163.7
Sikkim,ER,27.3333303,88.6166475,03-08-2019,0.8
Arunachal Pradesh,NER,27.10039878,93.61660071,03-08-2019,2.3
Assam,NER,26.7499809,94.21666744,03-08-2019,36.8
Manipur,NER,24.79997072,93.95001705,03-08-2019,2.6
Meghalaya,NER,25.57049217,91.8800142,03-08-2019,5.5
Mizoram,NER,23.71039899,92.72001461,03-08-2019,1.7
Nagaland,NER,25.6669979,94.11657019,03-08-2019,2.3
Tripura,NER,23.83540428,91.27999914,03-08-2019,5.1
Punjab,NR,31.51997398,75.98000281,03-09-2019,256.7
Haryana,NR,28.45000633,77.01999101,03-09-2019,204.4
Rajasthan,NR,26.44999921,74.63998124,03-09-2019,232.4
Delhi,NR,28.6699929,77.23000403,03-09-2019,121.6
UP,NR,27.59998069,78.05000565,03-09-2019,405.5
Uttarakhand,NR,30.32040895,78.05000565,03-09-2019,43.6
HP,NR,31.10002545,77.16659704,03-09-2019,29.4
J&K,NR,33.45,76.24,03-09-2019,40.8
Chandigarh,NR,30.71999697,76.78000565,03-09-2019,6.1
Chhattisgarh,WR,22.09042035,82.15998734,03-09-2019,87.7
Gujarat,WR,22.2587,71.1924,03-09-2019,313
MP,WR,21.30039105,76.13001949,03-09-2019,169.2
Maharashtra,WR,19.25023195,73.16017493,03-09-2019,429
Goa,WR,15.491997,73.81800065,03-09-2019,10.2
DNH,WR,20.26657819,73.0166178,03-09-2019,18.8
Andhra Pradesh,SR,14.7504291,78.57002559,03-09-2019,184.6
Telangana,SR,18.1124,79.0193,03-09-2019,225.4
Karnataka,SR,12.57038129,76.91999711,03-09-2019,182.3
Kerala,SR,8.900372741,76.56999263,03-09-2019,63.4
Tamil Nadu,SR,12.92038576,79.15004187,03-09-2019,302.4
Pondy,SR,11.93499371,79.83000037,03-09-2019,8.2
Bihar,ER,25.78541445,87.4799727,03-09-2019,111.8
Jharkhand,ER,23.80039349,86.41998572,03-09-2019,24.8
Odisha,ER,19.82042971,85.90001746,03-09-2019,88.5
West Bengal,ER,22.58039044,88.32994665,03-09-2019,167.1
Sikkim,ER,27.3333303,88.6166475,03-09-2019,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,03-09-2019,2.3
Assam,NER,26.7499809,94.21666744,03-09-2019,37
Manipur,NER,24.79997072,93.95001705,03-09-2019,2.6
Meghalaya,NER,25.57049217,91.8800142,03-09-2019,5.2
Mizoram,NER,23.71039899,92.72001461,03-09-2019,1.7
Nagaland,NER,25.6669979,94.11657019,03-09-2019,2.3
Tripura,NER,23.83540428,91.27999914,03-09-2019,5.6
Punjab,NR,31.51997398,75.98000281,03-10-2019,265.3
Haryana,NR,28.45000633,77.01999101,03-10-2019,217
Rajasthan,NR,26.44999921,74.63998124,03-10-2019,221
Delhi,NR,28.6699929,77.23000403,03-10-2019,128
UP,NR,27.59998069,78.05000565,03-10-2019,429.1
Uttarakhand,NR,30.32040895,78.05000565,03-10-2019,45.7
HP,NR,31.10002545,77.16659704,03-10-2019,30
J&K,NR,33.45,76.24,03-10-2019,41.6
Chandigarh,NR,30.71999697,76.78000565,03-10-2019,6.5
Chhattisgarh,WR,22.09042035,82.15998734,03-10-2019,93.2
Gujarat,WR,22.2587,71.1924,03-10-2019,302.4
MP,WR,21.30039105,76.13001949,03-10-2019,175.4
Maharashtra,WR,19.25023195,73.16017493,03-10-2019,439.3
Goa,WR,15.491997,73.81800065,03-10-2019,11.1
DNH,WR,20.26657819,73.0166178,03-10-2019,18.8
Andhra Pradesh,SR,14.7504291,78.57002559,03-10-2019,187.2
Telangana,SR,18.1124,79.0193,03-10-2019,235.2
Karnataka,SR,12.57038129,76.91999711,03-10-2019,186.2
Kerala,SR,8.900372741,76.56999263,03-10-2019,61.7
Tamil Nadu,SR,12.92038576,79.15004187,03-10-2019,312
Pondy,SR,11.93499371,79.83000037,03-10-2019,8.4
Bihar,ER,25.78541445,87.4799727,03-10-2019,115.4
Jharkhand,ER,23.80039349,86.41998572,03-10-2019,25.3
Odisha,ER,19.82042971,85.90001746,03-10-2019,84.8
West Bengal,ER,22.58039044,88.32994665,03-10-2019,170.3
Sikkim,ER,27.3333303,88.6166475,03-10-2019,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,03-10-2019,2.2
Assam,NER,26.7499809,94.21666744,03-10-2019,33.8
Manipur,NER,24.79997072,93.95001705,03-10-2019,2.4
Meghalaya,NER,25.57049217,91.8800142,03-10-2019,5.7
Mizoram,NER,23.71039899,92.72001461,03-10-2019,1.6
Nagaland,NER,25.6669979,94.11657019,03-10-2019,2.4
Tripura,NER,23.83540428,91.27999914,03-10-2019,5.3
Punjab,NR,31.51997398,75.98000281,03-11-2019,266.5
Haryana,NR,28.45000633,77.01999101,03-11-2019,214.8
Rajasthan,NR,26.44999921,74.63998124,03-11-2019,217.3
Delhi,NR,28.6699929,77.23000403,03-11-2019,132.7
UP,NR,27.59998069,78.05000565,03-11-2019,430.6
Uttarakhand,NR,30.32040895,78.05000565,03-11-2019,44.2
HP,NR,31.10002545,77.16659704,03-11-2019,30.7
J&K,NR,33.45,76.24,03-11-2019,42.1
Chandigarh,NR,30.71999697,76.78000565,03-11-2019,6
Chhattisgarh,WR,22.09042035,82.15998734,03-11-2019,96.3
Gujarat,WR,22.2587,71.1924,03-11-2019,305.7
MP,WR,21.30039105,76.13001949,03-11-2019,182.6
Maharashtra,WR,19.25023195,73.16017493,03-11-2019,449.4
Goa,WR,15.491997,73.81800065,03-11-2019,11.3
DNH,WR,20.26657819,73.0166178,03-11-2019,19.1
Andhra Pradesh,SR,14.7504291,78.57002559,03-11-2019,194.8
Telangana,SR,18.1124,79.0193,03-11-2019,241.7
Karnataka,SR,12.57038129,76.91999711,03-11-2019,191.8
Kerala,SR,8.900372741,76.56999263,03-11-2019,65.6
Tamil Nadu,SR,12.92038576,79.15004187,03-11-2019,310.8
Pondy,SR,11.93499371,79.83000037,03-11-2019,8.6
Bihar,ER,25.78541445,87.4799727,03-11-2019,117.8
Jharkhand,ER,23.80039349,86.41998572,03-11-2019,24.9
Odisha,ER,19.82042971,85.90001746,03-11-2019,89.2
West Bengal,ER,22.58039044,88.32994665,03-11-2019,173.5
Sikkim,ER,27.3333303,88.6166475,03-11-2019,1
Arunachal Pradesh,NER,27.10039878,93.61660071,03-11-2019,2.2
Assam,NER,26.7499809,94.21666744,03-11-2019,37.2
Manipur,NER,24.79997072,93.95001705,03-11-2019,2.5
Meghalaya,NER,25.57049217,91.8800142,03-11-2019,5.6
Mizoram,NER,23.71039899,92.72001461,03-11-2019,1.8
Nagaland,NER,25.6669979,94.11657019,03-11-2019,2.4
Tripura,NER,23.83540428,91.27999914,03-11-2019,5.4
Punjab,NR,31.51997398,75.98000281,03-12-2019,257.9
Haryana,NR,28.45000633,77.01999101,03-12-2019,214
Rajasthan,NR,26.44999921,74.63998124,03-12-2019,212.7
Delhi,NR,28.6699929,77.23000403,03-12-2019,132.6
UP,NR,27.59998069,78.05000565,03-12-2019,431.3
Uttarakhand,NR,30.32040895,78.05000565,03-12-2019,44.3
HP,NR,31.10002545,77.16659704,03-12-2019,29.8
J&K,NR,33.45,76.24,03-12-2019,39.7
Chandigarh,NR,30.71999697,76.78000565,03-12-2019,6.1
Chhattisgarh,WR,22.09042035,82.15998734,03-12-2019,96.4
Gujarat,WR,22.2587,71.1924,03-12-2019,316.9
MP,WR,21.30039105,76.13001949,03-12-2019,185.6
Maharashtra,WR,19.25023195,73.16017493,03-12-2019,431.4
Goa,WR,15.491997,73.81800065,03-12-2019,11.4
DNH,WR,20.26657819,73.0166178,03-12-2019,19
Andhra Pradesh,SR,14.7504291,78.57002559,03-12-2019,190.4
Telangana,SR,18.1124,79.0193,03-12-2019,239.4
Karnataka,SR,12.57038129,76.91999711,03-12-2019,192.7
Kerala,SR,8.900372741,76.56999263,03-12-2019,65.6
Tamil Nadu,SR,12.92038576,79.15004187,03-12-2019,307
Pondy,SR,11.93499371,79.83000037,03-12-2019,8.5
Bihar,ER,25.78541445,87.4799727,03-12-2019,117.6
Jharkhand,ER,23.80039349,86.41998572,03-12-2019,27.8
Odisha,ER,19.82042971,85.90001746,03-12-2019,94.8
West Bengal,ER,22.58039044,88.32994665,03-12-2019,178.5
Sikkim,ER,27.3333303,88.6166475,03-12-2019,1
Arunachal Pradesh,NER,27.10039878,93.61660071,03-12-2019,2.3
Assam,NER,26.7499809,94.21666744,03-12-2019,36.4
Manipur,NER,24.79997072,93.95001705,03-12-2019,2.7
Meghalaya,NER,25.57049217,91.8800142,03-12-2019,5.3
Mizoram,NER,23.71039899,92.72001461,03-12-2019,1.8
Nagaland,NER,25.6669979,94.11657019,03-12-2019,2.2
Tripura,NER,23.83540428,91.27999914,03-12-2019,6
Punjab,NR,31.51997398,75.98000281,,260.3
Haryana,NR,28.45000633,77.01999101,,218.3
Rajasthan,NR,26.44999921,74.63998124,,214.6
Delhi,NR,28.6699929,77.23000403,,129.7
UP,NR,27.59998069,78.05000565,,439.7
Uttarakhand,NR,30.32040895,78.05000565,,43.4
Chhattisgarh,WR,22.09042035,82.15998734,,97
Gujarat,WR,22.2587,71.1924,,323.9
MP,WR,21.30039105,76.13001949,,186.8
Maharashtra,WR,19.25023195,73.16017493,,402.8
Goa,WR,15.491997,73.81800065,,11.4
Andhra Pradesh,SR,14.7504291,78.57002559,,182.7
Telangana,SR,18.1124,79.0193,,205.2
Kerala,SR,8.900372741,76.56999263,,66.1
Tamil Nadu,SR,12.92038576,79.15004187,,303.6
Bihar,ER,25.78541445,87.4799727,,117.6
Jharkhand,ER,23.80039349,86.41998572,,27
Odisha,ER,19.82042971,85.90001746,,95.7
West Bengal,ER,22.58039044,88.32994665,,177.2
Assam,NER,26.7499809,94.21666744,,34.9
Tripura,NER,23.83540428,91.27999914,,4.7
Punjab,NR,31.51997398,75.98000281,,233.4
Haryana,NR,28.45000633,77.01999101,,194.6
Rajasthan,NR,26.44999921,74.63998124,,203.9
Delhi,NR,28.6699929,77.23000403,,113.9
UP,NR,27.59998069,78.05000565,,409.2
Uttarakhand,NR,30.32040895,78.05000565,,34.9
HP,NR,31.10002545,77.16659704,,27.7
J&K,NR,33.45,76.24,,37.9
Chhattisgarh,WR,22.09042035,82.15998734,,95.7
Gujarat,WR,22.2587,71.1924,,300.1
MP,WR,21.30039105,76.13001949,,184
Maharashtra,WR,19.25023195,73.16017493,,374.7
Goa,WR,15.491997,73.81800065,,9.7
Andhra Pradesh,SR,14.7504291,78.57002559,,167.9
Telangana,SR,18.1124,79.0193,,170.6
Karnataka,SR,12.57038129,76.91999711,,172.1
Kerala,SR,8.900372741,76.56999263,,60.2
Tamil Nadu,SR,12.92038576,79.15004187,,278.7
Bihar,ER,25.78541445,87.4799727,,117.9
Odisha,ER,19.82042971,85.90001746,,96.9
West Bengal,ER,22.58039044,88.32994665,,165.2
Assam,NER,26.7499809,94.21666744,,35.2
Punjab,NR,31.51997398,75.98000281,,87.5
Haryana,NR,28.45000633,77.01999101,,87.9
Rajasthan,NR,26.44999921,74.63998124,,164
Delhi,NR,28.6699929,77.23000403,,57.8
UP,NR,27.59998069,78.05000565,,235.1
Uttarakhand,NR,30.32040895,78.05000565,,19.2
HP,NR,31.10002545,77.16659704,,13.6
Chandigarh,NR,30.71999697,76.78000565,,2.7
Chhattisgarh,WR,22.09042035,82.15998734,,67.7
Gujarat,WR,22.2587,71.1924,,277.2
MP,WR,21.30039105,76.13001949,,175.7
Maharashtra,WR,19.25023195,73.16017493,,404.6
Goa,WR,15.491997,73.81800065,,8.7
DNH,WR,20.26657819,73.0166178,,4
Andhra Pradesh,SR,14.7504291,78.57002559,,148.6
Telangana,SR,18.1124,79.0193,,140
Karnataka,SR,12.57038129,76.91999711,,196.3
Kerala,SR,8.900372741,76.56999263,,63.9
Tamil Nadu,SR,12.92038576,79.15004187,,228.7
Pondy,SR,11.93499371,79.83000037,,4.5
Bihar,ER,25.78541445,87.4799727,,67.3
Jharkhand,ER,23.80039349,86.41998572,,20.4
Odisha,ER,19.82042971,85.90001746,,59.5
West Bengal,ER,22.58039044,88.32994665,,98.4
Arunachal Pradesh,NER,27.10039878,93.61660071,,1.4
Assam,NER,26.7499809,94.21666744,,19.1
Meghalaya,NER,25.57049217,91.8800142,,4.3
Tripura,NER,23.83540428,91.27999914,,2.8
Punjab,NR,31.51997398,75.98000281,,81.5
Haryana,NR,28.45000633,77.01999101,,86.6
Rajasthan,NR,26.44999921,74.63998124,,165.4
Delhi,NR,28.6699929,77.23000403,,51.2
UP,NR,27.59998069,78.05000565,,222.1
Uttarakhand,NR,30.32040895,78.05000565,,20.1
HP,NR,31.10002545,77.16659704,,14
J&K,NR,33.45,76.24,,40.8
Chandigarh,NR,30.71999697,76.78000565,,2.6
Chhattisgarh,WR,22.09042035,82.15998734,,64.1
Gujarat,WR,22.2587,71.1924,,286.2
MP,WR,21.30039105,76.13001949,,168.3
Maharashtra,WR,19.25023195,73.16017493,,405.7
DNH,WR,20.26657819,73.0166178,,4.7
Andhra Pradesh,SR,14.7504291,78.57002559,,150.9
Telangana,SR,18.1124,79.0193,,137
Karnataka,SR,12.57038129,76.91999711,,201.7
Kerala,SR,8.900372741,76.56999263,,66.2
Tamil Nadu,SR,12.92038576,79.15004187,,230.9
Pondy,SR,11.93499371,79.83000037,,5.2
Bihar,ER,25.78541445,87.4799727,,71.9
Odisha,ER,19.82042971,85.90001746,,63
West Bengal,ER,22.58039044,88.32994665,,97.7
Assam,NER,26.7499809,94.21666744,,19.6
Meghalaya,NER,25.57049217,91.8800142,,4.1
Punjab,NR,31.51997398,75.98000281,,89.6
Haryana,NR,28.45000633,77.01999101,,93.4
Rajasthan,NR,26.44999921,74.63998124,,180.1
Delhi,NR,28.6699929,77.23000403,,58.4
UP,NR,27.59998069,78.05000565,,249
Uttarakhand,NR,30.32040895,78.05000565,,21.6
HP,NR,31.10002545,77.16659704,,14.7
J&K,NR,33.45,76.24,,41.5
Chhattisgarh,WR,22.09042035,82.15998734,,67.5
Gujarat,WR,22.2587,71.1924,,291
MP,WR,21.30039105,76.13001949,,182.2
Maharashtra,WR,19.25023195,73.16017493,,408.1
Goa,WR,15.491997,73.81800065,,9.3
DNH,WR,20.26657819,73.0166178,,5.1
Andhra Pradesh,SR,14.7504291,78.57002559,,155.8
Telangana,SR,18.1124,79.0193,,131.8
Karnataka,SR,12.57038129,76.91999711,,206.8
Tamil Nadu,SR,12.92038576,79.15004187,,236.3
Pondy,SR,11.93499371,79.83000037,,5.4
Bihar,ER,25.78541445,87.4799727,,67.1
Jharkhand,ER,23.80039349,86.41998572,,20.3
Odisha,ER,19.82042971,85.90001746,,66.1
West Bengal,ER,22.58039044,88.32994665,,91.6
Arunachal Pradesh,NER,27.10039878,93.61660071,,1.5
Assam,NER,26.7499809,94.21666744,,19.9
Manipur,NER,24.79997072,93.95001705,,2.1
Meghalaya,NER,25.57049217,91.8800142,,4.2
Mizoram,NER,23.71039899,92.72001461,,1.4
Punjab,NR,31.51997398,75.98000281,,96.5
Haryana,NR,28.45000633,77.01999101,,102.4
Rajasthan,NR,26.44999921,74.63998124,,188.8
Delhi,NR,28.6699929,77.23000403,,63
UP,NR,27.59998069,78.05000565,,276.4
Uttarakhand,NR,30.32040895,78.05000565,,22.6
HP,NR,31.10002545,77.16659704,,15.6
Chandigarh,NR,30.71999697,76.78000565,,2.8
Chhattisgarh,WR,22.09042035,82.15998734,,68.2
Gujarat,WR,22.2587,71.1924,,294.3
MP,WR,21.30039105,76.13001949,,186.1
Maharashtra,WR,19.25023195,73.16017493,,408.8
Goa,WR,15.491997,73.81800065,,10
DNH,WR,20.26657819,73.0166178,,5.4
Andhra Pradesh,SR,14.7504291,78.57002559,,142.2
Telangana,SR,18.1124,79.0193,,130.5
Karnataka,SR,12.57038129,76.91999711,,184
Kerala,SR,8.900372741,76.56999263,,65.4
Tamil Nadu,SR,12.92038576,79.15004187,,221.8
Odisha,ER,19.82042971,85.90001746,,65.5
West Bengal,ER,22.58039044,88.32994665,,97.1
Assam,NER,26.7499809,94.21666744,,19.8
Punjab,NR,31.51997398,75.98000281,,103.4
Haryana,NR,28.45000633,77.01999101,,108.4
Rajasthan,NR,26.44999921,74.63998124,,190.9
Delhi,NR,28.6699929,77.23000403,,66.1
UP,NR,27.59998069,78.05000565,,287.7
Uttarakhand,NR,30.32040895,78.05000565,,22.4
HP,NR,31.10002545,77.16659704,,16.1
J&K,NR,33.45,76.24,,41.2
Chandigarh,NR,30.71999697,76.78000565,,3
Chhattisgarh,WR,22.09042035,82.15998734,,70.9
Gujarat,WR,22.2587,71.1924,,296.2
MP,WR,21.30039105,76.13001949,,189.2
Maharashtra,WR,19.25023195,73.16017493,,405.1
Goa,WR,15.491997,73.81800065,,10.1
DNH,WR,20.26657819,73.0166178,,5.7
Andhra Pradesh,SR,14.7504291,78.57002559,,151.3
Telangana,SR,18.1124,79.0193,,140.2
Karnataka,SR,12.57038129,76.91999711,,189.7
Kerala,SR,8.900372741,76.56999263,,67.7
Tamil Nadu,SR,12.92038576,79.15004187,,228.8
Pondy,SR,11.93499371,79.83000037,,5.7
Bihar,ER,25.78541445,87.4799727,,83.8
Jharkhand,ER,23.80039349,86.41998572,,22.5
Odisha,ER,19.82042971,85.90001746,,67.5
West Bengal,ER,22.58039044,88.32994665,,106.8
Assam,NER,26.7499809,94.21666744,,21.5
Meghalaya,NER,25.57049217,91.8800142,,4.4
Nagaland,NER,25.6669979,94.11657019,,1.8
Tripura,NER,23.83540428,91.27999914,,3.1
Punjab,NR,31.51997398,75.98000281,,109
Haryana,NR,28.45000633,77.01999101,,114.4
Rajasthan,NR,26.44999921,74.63998124,,198.4
Delhi,NR,28.6699929,77.23000403,,69.6
UP,NR,27.59998069,78.05000565,,268.6
Uttarakhand,NR,30.32040895,78.05000565,,21.7
HP,NR,31.10002545,77.16659704,,15.9
J&K,NR,33.45,76.24,,41.4
Chhattisgarh,WR,22.09042035,82.15998734,,73
Gujarat,WR,22.2587,71.1924,,292.6
MP,WR,21.30039105,76.13001949,,186.9
Maharashtra,WR,19.25023195,73.16017493,,400.2
Goa,WR,15.491997,73.81800065,,9.1
DNH,WR,20.26657819,73.0166178,,5.3
Andhra Pradesh,SR,14.7504291,78.57002559,,151.8
Telangana,SR,18.1124,79.0193,,133.8
Kerala,SR,8.900372741,76.56999263,,67.5
Tamil Nadu,SR,12.92038576,79.15004187,,234.4
Bihar,ER,25.78541445,87.4799727,,70.2
Jharkhand,ER,23.80039349,86.41998572,,21.8
Odisha,ER,19.82042971,85.90001746,,67.4
West Bengal,ER,22.58039044,88.32994665,,101.9
Assam,NER,26.7499809,94.21666744,,21.8
Haryana,NR,28.45000633,77.01999101,,112.5
Rajasthan,NR,26.44999921,74.63998124,,206.6
Delhi,NR,28.6699929,77.23000403,,68.3
UP,NR,27.59998069,78.05000565,,287.1
Uttarakhand,NR,30.32040895,78.05000565,,23.3
HP,NR,31.10002545,77.16659704,,16.7
J&K,NR,33.45,76.24,,38.3
Chhattisgarh,WR,22.09042035,82.15998734,,74.7
Gujarat,WR,22.2587,71.1924,,295.5
MP,WR,21.30039105,76.13001949,,193.3
Maharashtra,WR,19.25023195,73.16017493,,409.9
DNH,WR,20.26657819,73.0166178,,5.8
Andhra Pradesh,SR,14.7504291,78.57002559,,157.9
Karnataka,SR,12.57038129,76.91999711,,187.9
Kerala,SR,8.900372741,76.56999263,,70.5
Tamil Nadu,SR,12.92038576,79.15004187,,245.3
Pondy,SR,11.93499371,79.83000037,,6.2
Bihar,ER,25.78541445,87.4799727,,71.3
Jharkhand,ER,23.80039349,86.41998572,,22
Odisha,ER,19.82042971,85.90001746,,70.2
West Bengal,ER,22.58039044,88.32994665,,95.6
Arunachal Pradesh,NER,27.10039878,93.61660071,,1.7
Assam,NER,26.7499809,94.21666744,,21.7
Manipur,NER,24.79997072,93.95001705,,2
Meghalaya,NER,25.57049217,91.8800142,,4
Punjab,NR,31.51997398,75.98000281,,101.7
Haryana,NR,28.45000633,77.01999101,,114.5
Rajasthan,NR,26.44999921,74.63998124,,216.7
Delhi,NR,28.6699929,77.23000403,,62.5
UP,NR,27.59998069,78.05000565,,260.8
Uttarakhand,NR,30.32040895,78.05000565,,33.1
J&K,NR,33.45,76.24,,44.5
Chhattisgarh,WR,22.09042035,82.15998734,,71.6
Gujarat,WR,22.2587,71.1924,,334.9
MP,WR,21.30039105,76.13001949,,248.2
Maharashtra,WR,19.25023195,73.16017493,,438
Andhra Pradesh,SR,14.7504291,78.57002559,,169.5
Telangana,SR,18.1124,79.0193,,178.7
Kerala,SR,8.900372741,76.56999263,,72
Tamil Nadu,SR,12.92038576,79.15004187,,269.1
Pondy,SR,11.93499371,79.83000037,,6.8
Bihar,ER,25.78541445,87.4799727,,66.6
Odisha,ER,19.82042971,85.90001746,,72.1
West Bengal,ER,22.58039044,88.32994665,,107.5
Tripura,NER,23.83540428,91.27999914,,3.5
Punjab,NR,31.51997398,75.98000281,,100.3
Haryana,NR,28.45000633,77.01999101,,114.2
Rajasthan,NR,26.44999921,74.63998124,,214.5
Delhi,NR,28.6699929,77.23000403,,63.5
UP,NR,27.59998069,78.05000565,,258.2
Uttarakhand,NR,30.32040895,78.05000565,,34.1
J&K,NR,33.45,76.24,,44.2
Chandigarh,NR,30.71999697,76.78000565,,3.4
Chhattisgarh,WR,22.09042035,82.15998734,,72.8
Gujarat,WR,22.2587,71.1924,,339.2
MP,WR,21.30039105,76.13001949,,250.9
Maharashtra,WR,19.25023195,73.16017493,,442.3
Telangana,SR,18.1124,79.0193,,180.8
Karnataka,SR,12.57038129,76.91999711,,182.1
Kerala,SR,8.900372741,76.56999263,,73
Tamil Nadu,SR,12.92038576,79.15004187,,280.8
Bihar,ER,25.78541445,87.4799727,,68.3
Jharkhand,ER,23.80039349,86.41998572,,24.7
West Bengal,ER,22.58039044,88.32994665,,110.8
Punjab,NR,31.51997398,75.98000281,,98
Haryana,NR,28.45000633,77.01999101,,108.2
Rajasthan,NR,26.44999921,74.63998124,,218.6
Delhi,NR,28.6699929,77.23000403,,62.6
UP,NR,27.59998069,78.05000565,,258.4
Uttarakhand,NR,30.32040895,78.05000565,,34.6
HP,NR,31.10002545,77.16659704,,28.6
J&K,NR,33.45,76.24,,40.1
Chhattisgarh,WR,22.09042035,82.15998734,,71.5
Gujarat,WR,22.2587,71.1924,,336.5
MP,WR,21.30039105,76.13001949,,253.4
Maharashtra,WR,19.25023195,73.16017493,,441
DNH,WR,20.26657819,73.0166178,,18.6
Telangana,SR,18.1124,79.0193,,170.8
Karnataka,SR,12.57038129,76.91999711,,185.8
Kerala,SR,8.900372741,76.56999263,,73.5
Tamil Nadu,SR,12.92038576,79.15004187,,280.3
Bihar,ER,25.78541445,87.4799727,,68.7
Jharkhand,ER,23.80039349,86.41998572,,24.2
Odisha,ER,19.82042971,85.90001746,,73.8
West Bengal,ER,22.58039044,88.32994665,,113.4
Assam,NER,26.7499809,94.21666744,,23.3
Punjab,NR,31.51997398,75.98000281,,99.4
Haryana,NR,28.45000633,77.01999101,,100.3
Rajasthan,NR,26.44999921,74.63998124,,213
Delhi,NR,28.6699929,77.23000403,,62.4
UP,NR,27.59998069,78.05000565,,238.2
Uttarakhand,NR,30.32040895,78.05000565,,30.2
HP,NR,31.10002545,77.16659704,,28.2
Chhattisgarh,WR,22.09042035,82.15998734,,71.4
Gujarat,WR,22.2587,71.1924,,334.7
MP,WR,21.30039105,76.13001949,,252.8
Maharashtra,WR,19.25023195,73.16017493,,443.7
Goa,WR,15.491997,73.81800065,,12.5
Andhra Pradesh,SR,14.7504291,78.57002559,,168.6
Telangana,SR,18.1124,79.0193,,169
Karnataka,SR,12.57038129,76.91999711,,190.8
Kerala,SR,8.900372741,76.56999263,,73.8
Tamil Nadu,SR,12.92038576,79.15004187,,265.8
Bihar,ER,25.78541445,87.4799727,,69.3
Odisha,ER,19.82042971,85.90001746,,74.5
West Bengal,ER,22.58039044,88.32994665,,113
